czech,english,pronunciation,cefr_level,audio,language,item_order,category,block_number
ochota,willingness,wˈɪlɪŋnəs,B1,willingness,1,4089,,
přízvuk,accent,ˈæksənt,B1,accent,1,4090,,
divoce,wildly,wˈaɪldli,B1,wildly,1,4091,,
divoká zvěř,wildlife,wˈaɪldlaɪf,B1,wildlife,1,4092,,
rozšířený,widespread,wˈaɪdspɹɛd,B1,widespread,1,4093,,
přijetí,acceptance,ɐksˈɛptəns,B1,acceptance,1,4094,,
celek,whole,hˈoʊl,B1,whole,1,4095,,
kdokoliv,whoever,huːˈɛvɚ,B1,whoever,1,4096,,
přístupný,accessible,æksˈɛsəbəl,B1,accessible,1,4097,,
pískat,whistle,wˈɪsəl,B1,whistle,1,4098,,
šepot,whisper,wˈɪspɚ,B1,whisper,1,4099,,
když,while,wˈaɪl,B1,while,1,4100,,
podle toho,whichever,wɪtʃˈɛvɚ,B1,whichever,1,4101,,
přístup,access,ˈæksɛs,B1,access,1,4102,,
příslušenství,accessory,ɐksˈɛsɚɹi,B1,accessory,1,4103,,
zda,whether,wˈɛðɚ,B1,whether,1,4104,,
vklad,deposit,dᵻpˈɑːzɪt,B1,deposit,1,4105,,
unikátní,unique,juːnˈiːk,B1,unique,1,4106,,
nezajímavý,uninteresting,ʌnˈɪntɚɹəstɪŋ,B1,uninteresting,1,4107,,
dovolit si,afford,ɐfˈɔːɹd,B1,afford,1,4108,,
žízeň,thirst,θˈɜːst,B1,thirst,1,4109,,
poté,afterward,ˈæftɚwɚd,B1,afterward,1,4110,,
teorie,theory,θˈiəɹi,B1,theory,1,4111,,
poté,afterwards,ˈæftɚwɚdz,B1,afterwards,1,4112,,
krádež,theft,θˈɛft,B1,theft,1,4113,,
agenda,agenda,ɐdʒˈɛndə,B1,agenda,1,4114,,
vděčný,thankful,θˈæŋkfəl,B1,thankful,1,4115,,
agresivní,aggressive,ɐɡɹˈɛsɪv,B1,aggressive,1,4116,,
teror,terror,tˈɛɹɚ,B1,terror,1,4117,,
terorismus,terrorism,tˈɛɹɚɹˌɪzəm,B1,terrorism,1,4118,,
vyděšený,terrified,tˈɛɹᵻfˌaɪd,B1,terrified,1,4119,,
úžasný,terrific,tɚɹˈɪfɪk,B1,terrific,1,4120,,
strašně,terribly,tˈɛɹᵻbli,B1,terribly,1,4121,,
období,term,tˈɜːm,B1,term,1,4122,,
terminál,terminal,tˈɜːmɪnəl,B1,terminal,1,4123,,
stan,tent,tˈɛnt,B1,tent,1,4124,,
napětí,tension,tˈɛnʃən,B1,tension,1,4125,,
důkladný,thorough,θˈʌɹoʊ,B1,thorough,1,4126,,
napjatý,tense,tˈɛns,B1,tense,1,4127,,
náklonnost,affection,ɐfˈɛkʃən,B1,affection,1,4128,,
hrozivý,threatening,θɹˈɛʔn̩ɪŋ,B1,threatening,1,4129,,
cín,tin,tˈɪn,B1,tin,1,4130,,
včasné,timely,tˈaɪmli,B1,timely,1,4131,,
dlaždice,tile,tˈaɪl,B1,tile,1,4132,,
těsně,tightly,tˈaɪtli,B1,tightly,1,4133,,
utáhnout,tighten,tˈaɪʔn̩,B1,tighten,1,4134,,
kravat,tie,tˈaɪ,B1,tie,1,4135,,
slapy,tide,tˈaɪd,B1,tide,1,4136,,
tikat,tick,tˈɪk,B1,tick,1,4137,,
klíště,tick,tˈɪk,B1,tick,1,4138,,
tedy,thus,ðˈʌs,B1,thus,1,4139,,
poradce,advisor,ɐdvˈaɪzɚ,B1,advisor,1,4140,,
hromový,thunderous,θˈʌndɚɹəs,B1,thunderous,1,4141,,
bouchnout,thump,θˈʌmp,B1,thump,1,4142,,
palec,thumb,θˈʌm,B1,thumb,1,4143,,
aerobik,aerobics,ɛɹˈoʊbɪks,B1,aerobics,1,4144,,
po celou dobu,throughout,θɹuːˈaʊt,B1,throughout,1,4145,,
thriller,thriller,θɹˈɪlɚ,B1,thriller,1,4146,,
ovlivnit,affect,ɐfˈɛkt,B1,affect,1,4147,,
ohrožení,threat,θɹˈɛt,B1,threat,1,4148,,
tendence,tendency,tˈɛndənsi,B1,tendency,1,4149,,
inklinovat,tend,tˈɛnd,B1,tend,1,4150,,
pokoušet,tempt,tˈɛmpt,B1,tempt,1,4151,,
koberec,carpet,kˈɑːɹpɪt,B1,carpet,1,4152,,
chutnat,taste,tˈeɪst,B1,taste,1,4153,,
chuť,taste,tˈeɪst,B1,taste,1,4154,,
bez chuti,tasteless,tˈeɪstləs,B1,tasteless,1,4155,,
kočár,carriage,kˈæɹɪdʒ,B1,carriage,1,4156,,
lepenková krabice,carton,kˈɑːɹtən,B1,carton,1,4157,,
rakovina,cancer,kˈænsɚ,B1,cancer,1,4158,,
zrušit,cancel,kˈænsəl,B1,cancel,1,4159,,
pokladna,cashpoint,kˈæʃpɔɪnt,B1,cashpoint,1,4160,,
nahrát,tape,tˈeɪp,B1,tape,1,4161,,
neformální,casual,kˈæʒuːəl,B1,casual,1,4162,,
kanál,canal,kənˈæl,B1,canal,1,4163,,
nádrž,tank,tˈæŋk,B1,tank,1,4164,,
kategorie,category,kˈæɾɪɡɚɹi,B1,category,1,4165,,
kategorizovat,categorise,kˈæɾɪɡɚɹˌaɪz,B1,categorise,1,4166,,
klimatizace,air conditioning,ˈɛɹ kəndˈɪʃənɪŋ,B1,air_conditioning,1,4167,,
hovorný,talkative,tˈɔːkətˌɪv,B1,talkative,1,4168,,
letectvo,air force,ˈɛɹ fˈɔːɹs,B1,air_force,1,4169,,
chutný,tasty,tˈeɪsti,B1,tasty,1,4170,,
neopatrný,careless,kˈɛɹləs,B1,careless,1,4171,,
nedbale,carelessly,kˈɛɹləsli,B1,carelessly,1,4172,,
neopatrnost,carelessness,kˈɛɹləsnəs,B1,carelessness,1,4173,,
dočasný,temporary,tˈɛmpɚɹˌɛɹi,B1,temporary,1,4174,,
zmírnit,temper,tˈɛmpɚ,B1,temper,1,4175,,
pokladník,teller,tˈɛlɚ,B1,teller,1,4176,,
dohoda,agreement,ɐɡɹˈiːmənt,B1,agreement,1,4177,,
zemědělství,agriculture,ˈæɡɹɪkˌʌltʃɚ,B1,agriculture,1,4178,,
zemědělský,agricultural,ˌæɡɹɪkˈʌltʃɚɹəl,B1,agricultural,1,4179,,
telegram,telegram,tˈɛlᵻɡɹˌæm,B1,telegram,1,4180,,
telekomunikace,telecommunications,tˌɛlᵻkəmjˌuːnɪkˈeɪʃənz,B1,telecommunications,1,4181,,
maličký,tiny,tˈaɪni,B1,tiny,1,4182,,
technologický,technological,tˌɛknəlˈɑːdʒɪkəl,B1,technological,1,4183,,
vtipálek,tease,tˈiːz,B1,tease,1,4184,,
slza,tear,tˈɪɹ,B1,tear,1,4185,,
týmová práce,teamwork,tˈiːmwɜːk,B1,teamwork,1,4186,,
spoluhráč,teammate,tˈiːmeɪt,B1,teammate,1,4187,,
pomáhat,aid,ˈeɪd,B1,aid,1,4188,,
pomoc,aid,ˈeɪd,B1,aid,1,4189,,
výuka,teaching,tˈiːtʃɪŋ,B1,teaching,1,4190,,
cíl,aim,ˈeɪm,B1,aim,1,4191,,
daň,tax,tˈæks,B1,tax,1,4192,,
technika,technique,tɛknˈiːk,B1,technique,1,4193,,
únavné,tiring,tˈaɪɚɹɪŋ,B1,tiring,1,4194,,
neuvěřitelný,unbelievable,ʌnbᵻlˈiːvəbəl,B1,unbelievable,1,4195,,
nebojácný,unafraid,ʌnɐfɹˈeɪd,B1,unafraid,1,4196,,
neschopný,unable,ʌnˈeɪbəl,B1,unable,1,4197,,
oslovit,address,ɐdɹˈɛs,B1,address,1,4198,,
typický,typical,tˈɪpɪkəl,B1,typical,1,4199,,
obvykle,typically,tˈɪpɪkli,B1,typically,1,4200,,
psát na stroji,type,tˈaɪp,B1,type,1,4201,,
adresát,addressee,ɐdɹˈɛsiː,B1,addressee,1,4202,,
kroutit,twist,twˈɪst,B1,twist,1,4203,,
krut,twist,twˈɪst,B1,twist,1,4204,,
dvojče,twin,twˈɪn,B1,twin,1,4205,,
želva,turtle,tˈɜːɾəl,B1,turtle,1,4206,,
soustružení,turning,tˈɜːnɪŋ,B1,turning,1,4207,,
správa,administration,ɐdmˌɪnɪstɹˈeɪʃən,B1,administration,1,4208,,
turbulence,turbulence,tˈɜːbjʊləns,B1,turbulence,1,4209,,
tuňák,tuna,tˈuːnə,B1,tuna,1,4210,,
pád,tumble,tˈʌmbəl,B1,tumble,1,4211,,
obdiv,admiration,ˌædmɚɹˈeɪʃən,B1,admiration,1,4212,,
důvěryhodný,trustworthy,tɹˈʌstwɜːði,B1,trustworthy,1,4213,,
nejistota,uncertainty,ʌnsˈɜːtənti,B1,uncertainty,1,4214,,
trubka,trumpet,tɹˈʌmpɪt,B1,trumpet,1,4215,,
nejasný,unclear,ʌŋklˈɪɹ,B1,unclear,1,4216,,
odhalit,uncover,ʌŋkˈʌvɚ,B1,uncover,1,4217,,
bez zájmu,uninterested,ʌnˈɪntɚɹəstᵻd,B1,uninterested,1,4218,,
neslýchaný,unheard,ʌnhˈɜːd,B1,unheard,1,4219,,
nepřátelský,unfriendly,ʌnfɹˈɛndli,B1,unfriendly,1,4220,,
nešťastný,unfortunate,ʌnfˈɔːɹtʃənət,B1,unfortunate,1,4221,,
rozvinout,unfold,ʌnfˈoʊld,B1,unfold,1,4222,,
nevhodný,unfit,ʌnfˈɪt,B1,unfit,1,4223,,
nespravedlivě,unfairly,ʌnfˈɛɹli,B1,unfairly,1,4224,,
neočekávané,unexpected,ˌʌnɛkspˈɛktᵻd,B1,unexpected,1,4225,,
nečekaně,unexpectedly,ˌʌnɛkspˈɛktᵻdli,B1,unexpectedly,1,4226,,
nezaměstnanost,unemployment,ʌnɛmplˈɔɪmənt,B1,unemployment,1,4227,,
nezaměstnaný,unemployed,ʌnɛmplˈɔɪd,B1,unemployed,1,4228,,
svléknout,undress,ʌndɹˈɛs,B1,undress,1,4229,,
vrátit zpět,undo,ʌndˈuː,B1,undo,1,4230,,
spodky,underpants,ˌʌndɚpˈænts,B1,underpants,1,4231,,
pod,underneath,ˌʌndɚnˈiːθ,B1,underneath,1,4232,,
podstoupit,undergo,ˌʌndɚɡˈoʊ,B1,undergo,1,4233,,
nezletilý,underage,ˌʌndɚɹˈeɪdʒ,B1,underage,1,4234,,
neovladatelný,uncontrollable,ʌŋkəntɹˈoʊləbəl,B1,uncontrollable,1,4235,,
přijetí,admission,ɐdmˈɪʃən,B1,admission,1,4236,,
trápit,trouble,tɹˈʌbəl,B1,trouble,1,4237,,
tropický,tropical,tɹˈɑːpɪkəl,B1,tropical,1,4238,,
tepláky,tracksuit,tɹˈæksuːt,B1,tracksuit,1,4239,,
stopa,trace,tɹˈeɪs,B1,trace,1,4240,,
turnaj,tournament,tˈʊɹnəmənt,B1,tournament,1,4241,,
cestovní ruch,tourism,tˈʊɹɹɪzəm,B1,tourism,1,4242,,
dotýkat,touch,tˈʌtʃ,B1,touch,1,4243,,
součet,total,tˈoʊɾəl,B1,total,1,4244,,
celkový,total,tˈoʊɾəl,B1,total,1,4245,,
naprosto,totally,tˈoʊɾəli,B1,totally,1,4246,,
hodit,toss,tˈɔs,B1,toss,1,4247,,
tornádo,tornado,tɔːɹnˈeɪdoʊ,B1,tornado,1,4248,,
nahoře,top,tˈɑːp,B1,top,1,4249,,
zubní pasta,toothpaste,tˈuːθpeɪst,B1,toothpaste,1,4250,,
jazyk,tongue,tˈʌŋ,B1,tongue,1,4251,,
příslovce,adverb,ˈædvɜːb,B1,adverb,1,4252,,
adverbiální,adverbial,ædvˈɜːbɪəl,B1,adverbial,1,4253,,
tabák,tobacco,təbˈækoʊ,B1,tobacco,1,4254,,
inzerát,advert,ˈædvɜːt,B1,advert,1,4255,,
tkáň,tissue,tˈɪʃuː,B1,tissue,1,4256,,
tradičně,traditionally,tɹɐdˈɪʃənəli,B1,traditionally,1,4257,,
dopravní zácpa,traffic jam,tɹˈæfɪk dʒˈæm,B1,traffic_jam,1,4258,,
tragédie,tragedy,tɹˈædʒədi,B1,tragedy,1,4259,,
tragický,tragic,tɹˈædʒɪk,B1,tragic,1,4260,,
triumf,triumph,tɹˈaɪʌmf,B1,triumph,1,4261,,
přijmout,adopt,ɐdˈɑːpt,B1,adopt,1,4262,,
oříznout,trim,tɹˈɪm,B1,trim,1,4263,,
spustit,trigger,tɹˈɪɡɚ,B1,trigger,1,4264,,
trend,trend,tɹˈɛnd,B1,trend,1,4265,,
obrovský,tremendous,tɹəmˈɛndəs,B1,tremendous,1,4266,,
třást se,tremble,tɹˈɛmbəl,B1,tremble,1,4267,,
léčit,treat,tɹˈiːt,B1,treat,1,4268,,
zacházení,treatment,tɹˈiːtmənt,B1,treatment,1,4269,,
cestovní kancelář,travel agent,tɹˈævəl ˈeɪdʒənt,B1,travel_agent,1,4270,,
doprava,transport,tɹˈænspɔːɹt,B1,transport,1,4271,,
přeprava,transportation,tɹænspɔːɹtˈeɪʃən,B1,transportation,1,4272,,
přeložit,translate,tɹænslˈeɪt,B1,translate,1,4273,,
přechodný,transitional,tɹænsˈɪʃənəl,B1,transitional,1,4274,,
transformovat,transform,tɹænsfˈɔːɹm,B1,transform,1,4275,,
transformace,transformation,tɹænsfɔːɹmˈeɪʃən,B1,transformation,1,4276,,
převádět,transfer,tɹˈænsfɜː,B1,transfer,1,4277,,
rozkošný,adorable,ɐdˈɔːɹəbəl,B1,adorable,1,4278,,
stezka,trail,tɹˈeɪl,B1,trail,1,4279,,
odpadky,trash,tɹˈæʃ,B1,trash,1,4280,,
depresivní,depressed,dᵻpɹˈɛst,B1,depressed,1,4281,,
podpůrný,supportive,səpˈɔːɹɾɪv,B1,supportive,1,4282,,
kurz,exchange rate,ɛkstʃˈeɪndʒ ɹˈeɪt,B1,exchange_rate,1,4283,,
obohatit,enrich,ɛnɹˈɪtʃ,B1,enrich,1,4284,,
zajistit,ensure,ɛnʃˈʊɹ,B1,ensure,1,4285,,
konferenciér,entertainer,ˌɛntɚtˈeɪnɚ,B1,entertainer,1,4286,,
nadšení,enthusiasm,ɛnθˈuːziˌæzəm,B1,enthusiasm,1,4287,,
nadšenec,enthusiast,ɛnθˈuːziˌæst,B1,enthusiast,1,4288,,
nadšený,enthusiastic,ɛnθˌuːziˈæstɪk,B1,enthusiastic,1,4289,,
celý,entire,ɛntˈaɪɚ,B1,entire,1,4290,,
požitek,enjoyment,ɛndʒˈɔɪmənt,B1,enjoyment,1,4291,,
zcela,entirely,ɛntˈaɪɚli,B1,entirely,1,4292,,
vstup,entry,ˈɛntɹi,B1,entry,1,4293,,
životního prostředí,environmental,ɛnvˌaɪɹənmˈɛntəl,B1,environmental,1,4294,,
ekolog,environmentalist,ɛnvˌaɪɹənmˈɛntəlˌɪst,B1,environmentalist,1,4295,,
rovný,equal,ˈiːkwəl,B1,equal,1,4296,,
rovnost,equality,iːkwˈɔlᵻɾi,B1,equality,1,4297,,
stejně,equally,ˈiːkwəli,B1,equally,1,4298,,
zařízení,equipment,ɪkwˈɪpmənt,B1,equipment,1,4299,,
éra,era,ˈiəɹə,B1,era,1,4300,,
kýchnutí,sneeze,snˈiːz,B1,sneeze,1,4301,,
kuřák,smoker,smˈoʊkɚ,B1,smoker,1,4302,,
příjemný,enjoyable,ɛndʒˈɔɪəbəl,B1,enjoyable,1,4303,,
inženýrství,engineering,ˌɛndʒɪnˈɪɹɪŋ,B1,engineering,1,4304,,
říše,empire,ˈɛmpaɪɚ,B1,empire,1,4305,,
zaměstnat,employ,ɛmplˈɔɪ,B2,employ,1,4306,,
zaměstnanost,employment,ɛmplˈɔɪmənt,B1,employment,1,4307,,
umožnit,enable,ɛnˈeɪbəl,B1,enable,1,4308,,
přiložit,enclose,ɛŋklˈoʊz,B1,enclose,1,4309,,
setkání,encounter,ɛŋkˈaʊntɚ,B1,encounter,1,4310,,
telenovela,soap opera,sˈoʊp ˈɑːpɚɹə,B1,soap_opera,1,4311,,
povzbuzení,encouragement,ɛŋkˈɜːɹɪdʒmənt,B1,encouragement,1,4312,,
povzbudivý,encouraging,ɛŋkˈɜːɹɪdʒɪŋ,B1,encouraging,1,4313,,
encyklopedie,encyclopaedia,ɛnsˌaɪkləpˈiːdiə,B1,encyclopaedia,1,4314,,
nekonečný,endless,ˈɛndləs,B1,endless,1,4315,,
vydržet,endure,ɛndˈʊɹ,B1,endure,1,4316,,
nepřítel,enemy,ˈɛnəmi,B1,enemy,1,4317,,
chumelenice,snowstorm,snˈoʊstɔːɹm,B1,snowstorm,1,4318,,
zapojit,engage,ɛŋɡˈeɪdʒ,B1,engage,1,4319,,
zasnoubený,engaged,ɛŋɡˈeɪdʒd,B1,engaged,1,4320,,
motor,engine,ˈɛndʒɪn,B1,engine,1,4321,,
množství,amount,ɐmˈaʊnt,B1,amount,1,4322,,
uniknout,escape,ɛskˈeɪp,B1,escape,1,4323,,
esence,essence,ˈɛsəns,B1,essence,1,4324,,
nepatrný,slight,slˈaɪt,B1,slight,1,4325,,
zkouška,examination,ɛɡzˌæmᵻnˈeɪʃən,B1,examination,1,4326,,
přezkoumat,examine,ɛɡzˈæmɪn,B1,examine,1,4327,,
zkoušející,examiner,ɛɡzˈæmɪnɚ,B1,examiner,1,4328,,
pobočka,branch,bɹˈæntʃ,B1,branch,1,4329,,
rukáv,sleeve,slˈiːv,B1,sleeve,1,4330,,
excelence,excellence,ˈɛksələns,B1,excellence,1,4331,,
přebytek,excess,ɛksˈɛs,B1,excess,1,4332,,
vyměnit,exchange,ɛkstʃˈeɪndʒ,B1,exchange,1,4333,,
vzrušeně,excitedly,ɛksˈaɪɾɪdli,B1,excitedly,1,4334,,
vzrušení,excitement,ɛksˈaɪtmənt,B1,excitement,1,4335,,
výhradní,exclusive,ɛksklˈuːsɪv,B1,exclusive,1,4336,,
brainstorming,brainstorming,bɹˈeɪnstɔːɹmɪŋ,B1,brainstorming,1,4337,,
mrakodrap,skyscraper,skˈaɪskɹeɪpɚ,B1,skyscraper,1,4338,,
vyčerpat,exhaust,ɛɡzˈɔːst,C1,exhaust,1,4339,,
vyčerpaný,exhausted,ɛɡzˈɔːstᵻd,B1,exhausted,1,4340,,
otroctví,slavery,slˈeɪvɚɹi,B1,slavery,1,4341,,
zábavný,amusing,ɐmjˈuːzɪŋ,B1,amusing,1,4342,,
mírně,slightly,slˈaɪtli,B1,slightly,1,4343,,
evidentní,evident,ˈɛvɪdənt,B1,evident,1,4344,,
základní,essential,ᵻsˈɛnʃəl,B1,essential,1,4345,,
úsmívat se,smile,smˈaɪl,B1,smile,1,4346,,
zřízení,establishment,ɪstˈæblɪʃmənt,B1,establishment,1,4347,,
vonět,smell,smˈɛl,B1,smell,1,4348,,
odhadovat,estimate,ˈɛstᵻmət,B1,estimate,1,4349,,
věčný,eternal,ɪtˈɜːnəl,B1,eternal,1,4350,,
věčnost,eternity,ɪtˈɜːnᵻɾi,B1,eternity,1,4351,,
analyzovat,analyse,ˈænɐlˌaɪz,B1,analyse,1,4352,,
analýza,analysis,ɐnˈæləsˌɪs,B1,analysis,1,4353,,
uklouznout,slip,slˈɪp,B1,slip,1,4354,,
dokonce,even,ˈiːvən,B1,even,1,4355,,
rovnoměrně,evenly,ˈiːvənli,B1,evenly,1,4356,,
nakonec,eventually,ᵻvˈɛntʃuːəli,B1,eventually,1,4357,,
sklon,slope,slˈoʊp,B1,slope,1,4358,,
heslo,slogan,slˈoʊɡən,B1,slogan,1,4359,,
statečně,bravely,bɹˈeɪvli,B1,bravely,1,4360,,
mosaz,brass,bɹˈæs,B1,brass,1,4361,,
Zcela nový,brand-new,bɹˈændnˈuː,B1,brandnew,1,4362,,
slot,slot,slˈɑːt,B1,slot,1,4363,,
kůže,skin,skˈɪn,B1,skin,1,4364,,
zdůraznit,emphasize,ˈɛmfɐsˌaɪz,B1,emphasize,1,4365,,
císař,emperor,ˈɛmpɚɹɚ,B1,emperor,1,4366,,
druhák,sophomore,sˈɑːfəmˌɔːɹ,B1,sophomore,1,4367,,
skládka,dump,dˈʌmp,B1,dump,1,4368,,
pustit k vodě,dump,dˈʌmp,B1,dump,1,4369,,
uklidnit,soothe,sˈuːð,B1,soothe,1,4370,,
popelnice,dustbin,dˈʌstbɪn,B1,dustbin,1,4371,,
zaprášený,dusty,dˈʌsti,B1,dusty,1,4372,,
povinnost,duty,dˈuːɾi,B1,duty,1,4373,,
bezcelní,duty-free,dˈuːɾifɹˈiː,B1,dutyfree,1,4374,,
nudný,dull,dˈʌl,B1,dull,1,4375,,
peřina,duvet,dˈuːveɪ,B1,duvet,1,4376,,
dynastie,dynasty,dˈaɪnɐsti,B1,dynasty,1,4377,,
dychtivý,eager,ˈiːɡɚ,B1,eager,1,4378,,
dychtivost,eagerness,ˈiːɡɚnəs,B1,eagerness,1,4379,,
bolest ucha,earache,ˈɪɹeɪk,B1,earache,1,4380,,
množit,breed,bɹˈiːd,B1,breed,1,4381,,
chov,breeding,bɹˈiːdɪŋ,B1,breeding,1,4382,,
seriózní,earnest,ˈɜːnɪst,B1,earnest,1,4383,,
někdy,sometime,sˈʌmtaɪm,B1,sometime,1,4384,,
cihlový,brick,bɹˈɪk,B1,brick,1,4385,,
východní,eastern,ˈiːstɚn,B1,eastern,1,4386,,
bolavý,sore,sˈɔːɹ,B1,sore,1,4387,,
opilý,drunk,dɹˈʌŋk,B1,drunk,1,4388,,
dolů,downward,dˈaʊnwɚd,B1,downward,1,4389,,
podřimovat,doze,dˈoʊz,B1,doze,1,4390,,
tucet,dozen,dˈʌzən,B1,dozen,1,4391,,
jižní,southern,sˈʌðɚn,B1,southern,1,4392,,
táhnout,drag,dɹˈæɡ,B1,drag,1,4393,,
jihovýchodní,southeast,sˈaʊθiːst,B1,southeast,1,4394,,
vysílání,broadcast,bɹˈɔːdkæst,B1,broadcast,1,4395,,
dramatický,dramatic,dɹəmˈæɾɪk,B1,dramatic,1,4396,,
vole,dude,dˈuːd,B1,dude,1,4397,,
kyselý,sour,sˈaʊɚ,B1,sour,1,4398,,
široký,broad,bɹˈɔːd,B1,broad,1,4399,,
duše,soul,sˈoʊl,B1,soul,1,4400,,
zářivě,brightly,bɹˈaɪtli,B1,brightly,1,4401,,
třídění,sort,sˈɔːɹt,B1,sort,1,4402,,
stručný,brief,bɹˈiːf,B1,brief,1,4403,,
krátce,briefly,bɹˈiːfli,B1,briefly,1,4404,,
zármutek,sorrow,sˈɑːɹoʊ,B1,sorrow,1,4405,,
utopit,drown,dɹˈaʊn,B1,drown,1,4406,,
ohromit,amaze,ɐmˈeɪz,B2,amaze,1,4407,,
úžasný,amazing,ɐmˈeɪzɪŋ,B1,amazing,1,4408,,
důraz,emphasis,ˈɛmfəsɪs,B1,emphasis,1,4409,,
někde,someplace,sˈʌmpleɪs,B1,someplace,1,4410,,
ležérní,easy-going,ˈiːziɡˈoʊɪŋ,B1,easygoing,1,4411,,
volby,election,ᵻlˈɛkʃən,B1,election,1,4412,,
půda,soil,sˈɔɪl,B1,soil,1,4413,,
elektrický,electrical,ᵻlˈɛktɹɪkəl,B1,electrical,1,4414,,
elektřina,electricity,ᵻlɛktɹˈɪsᵻɾi,B1,electricity,1,4415,,
elektron,electron,ᵻlˈɛktɹɑːn,B1,electron,1,4416,,
elektronický,electronic,ᵻlɛktɹˈɑːnɪk,B1,electronic,1,4417,,
živel,element,ˈɛlɪmənt,B1,element,1,4418,,
průlom,breakthrough,bɹˈeɪkθɹuː,B1,breakthrough,1,4419,,
koleno,elbow,ˈɛlboʊ,B1,elbow,1,4420,,
odstranit,eliminate,ᵻlˈɪmᵻnˌeɪt,B1,eliminate,1,4421,,
trapně,embarrass,ɛmbˈæɹəs,B1,embarrass,1,4422,,
v rozpacích,embarrassed,ɛmbˈæɹəst,B1,embarrassed,1,4423,,
rozpaky,embarrassment,ɛmbˈæɹəsmənt,B1,embarrassment,1,4424,,
sociální sítě,social networking,sˈoʊʃəl nˈɛtwɜːkɪŋ,B1,social_networking,1,4425,,
emoce,emotion,ɪmˈoʊʃən,B1,emotion,1,4426,,
emocionální,emotional,ɪmˈoʊʃənəl,B1,emotional,1,4427,,
citově,emotionally,ɪmˈoʊʃənəli,B1,emotionally,1,4428,,
společensky,socially,sˈoʊʃəli,B1,socially,1,4429,,
prsa,breast,bɹˈɛst,B1,breast,1,4430,,
bezdechý,breathless,bɹˈɛθləs,B1,breathless,1,4431,,
ambiciózní,ambitious,æmbˈɪʃəs,B1,ambitious,1,4432,,
eko,eco,ˈiːkoʊ,B1,eco,1,4433,,
ekologický,ecological,ˌɛkəlˈɑːdʒɪkəl,B1,ecological,1,4434,,
nějak,somehow,sˈʌmhaʊ,B1,somehow,1,4435,,
ekologie,ecology,ɛkˈɑːlədʒi,B1,ecology,1,4436,,
ekonomika,economy,ɪkˈɑːnəmi,B1,economy,1,4437,,
hospodářský,economic,ˌiːkənˈɑːmɪk,B1,economic,1,4438,,
ekonomika,economics,ˌiːkənˈɑːmɪks,B1,economics,1,4439,,
ambulance,ambulance,ˈæmbjʊləns,B1,ambulance,1,4440,,
dech,breath,bɹˈɛθ,B1,breath,1,4441,,
extáze,ecstasy,ˈɛkstəsi,B1,ecstasy,1,4442,,
okraj,edge,ˈɛdʒ,B1,edge,1,4443,,
vydání,edition,ᵻdˈɪʃən,B1,edition,1,4444,,
efektivní,effective,ɪfˈɛktɪv,B1,effective,1,4445,,
solidní,solid,sˈɑːlɪd,B1,solid,1,4446,,
účinnost,efficiency,ɪfˈɪʃənsi,B1,efficiency,1,4447,,
účinný,efficient,ɪfˈɪʃənt,B1,efficient,1,4448,,
ekosystému,ecosystem,ˈiːkoʊsˌɪstəm,B1,ecosystem,1,4449,,
přízemí,downstairs,dˈaʊnstɛɹz,B1,downstairs,1,4450,,
existence,existence,ɛɡzˈɪstəns,B1,existence,1,4451,,
odejít,exit,ˈɛɡzɪt,B1,exit,1,4452,,
rybařit,fish,fˈɪʃ,B1,fish,1,4453,,
namontovat,fit,fˈɪt,B1,fit,1,4454,,
fitness,fitness,fˈɪtnəs,B1,fitness,1,4455,,
zakrátko,shortly,ʃˈɔːɹtli,B1,shortly,1,4456,,
nedostatek,shortage,ʃˈɔːɹɾɪdʒ,B1,shortage,1,4457,,
výložník,boom,bˈuːm,B1,boom,1,4458,,
otrávený,annoyed,ɐnˈɔɪd,B1,annoyed,1,4459,,
záblesk,flash,flˈæʃ,B1,flash,1,4460,,
bota,boot,bˈuːt,B1,boot,1,4461,,
výroční,annual,ˈænjuːəl,B1,annual,1,4462,,
nakupovat,shop,ʃˈɑːp,B1,shop,1,4463,,
zákazník,shopper,ʃˈɑːpɚ,B1,shopper,1,4464,,
každoročně,annually,ˈænjuːəli,B1,annually,1,4465,,
plovat,float,flˈoʊt,B1,float,1,4466,,
stádo,flock,flˈɑːk,B1,flock,1,4467,,
potopa,flood,flˈʌd,B1,flood,1,4468,,
tok,flow,flˈoʊ,B1,flow,1,4469,,
téci,flow,flˈoʊ,B1,flow,1,4470,,
chuť,flavour,flˈeɪvɚ,B1,flavour,1,4471,,
chřipka,flu,flˈuː,B1,flu,1,4472,,
nepříjemnost,annoyance,ɐnˈɔɪəns,B1,annoyance,1,4473,,
první dáma,first lady,fˈɜːst lˈeɪdi,B1,first_lady,1,4474,,
finanční,financial,faɪnˈænʃəl,B1,financial,1,4475,,
nález,finding,fˈaɪndɪŋ,B1,finding,1,4476,,
jemný,fine,fˈaɪn,B1,fine,1,4477,,
krevety,shrimp,ʃɹˈɪmp,B1,shrimp,1,4478,,
prst,finger,fˈɪŋɡɚ,B1,finger,1,4479,,
nuda,boredom,bˈɔːɹdəm,B1,boredom,1,4480,,
otvor,bore,bˈɔːɹ,B1,bore,1,4481,,
oznámit,announce,ɐnˈaʊns,B1,announce,1,4482,,
první patro,first-floor,fˈɜːstflˈɔːɹ,B1,firstfloor,1,4483,,
