czech,english,pronunciation,cefr_level,audio,language,item_order,category,block_number
třídění,sort,sˈɔːɹt,B1,sort,1,4509,,
stručný,brief,bɹˈiːf,B1,brief,1,4513,,
krátce,briefly,bɹˈiːfli,B1,briefly,1,4510,,
zármutek,sorrow,sˈɑːɹoʊ,B1,sorrow,1,4511,,
utopit,drown,dɹˈaʊn,B1,drown,1,4512,,
ohromit,amaze,ɐmˈeɪz,B2,amaze,1,5582,,
úžasný,amazing,ɐmˈeɪzɪŋ,B1,amazing,1,4514,,
důraz,emphasis,ˈɛmfəsɪs,B1,emphasis,1,4515,,
někde,someplace,sˈʌmpleɪs,B1,someplace,1,4516,,
ležérní,easy-going,ˈiːziɡˈoʊɪŋ,B1,easygoing,1,4517,,
volby,election,ᵻlˈɛkʃən,B1,election,1,4518,,
půda,soil,sˈɔɪl,B1,soil,1,4519,,
elektrický,electrical,ᵻlˈɛktɹɪkəl,B1,electrical,1,4520,,
elektřina,electricity,ᵻlɛktɹˈɪsᵻɾi,B1,electricity,1,4521,,
elektron,electron,ᵻlˈɛktɹɑːn,B1,electron,1,4522,,
elektronický,electronic,ᵻlɛktɹˈɑːnɪk,B1,electronic,1,4523,,
živel,element,ˈɛlɪmənt,B1,element,1,4524,,
průlom,breakthrough,bɹˈeɪkθɹuː,B1,breakthrough,1,4525,,
koleno,elbow,ˈɛlboʊ,B1,elbow,1,4526,,
odstranit,eliminate,ᵻlˈɪmᵻnˌeɪt,B1,eliminate,1,4527,,
trapně,embarrass,ɛmbˈæɹəs,B1,embarrass,1,4528,,
v rozpacích,embarrassed,ɛmbˈæɹəst,B1,embarrassed,1,4529,,
rozpaky,embarrassment,ɛmbˈæɹəsmənt,B1,embarrassment,1,4530,,
sociální sítě,social networking,sˈoʊʃəl nˈɛtwɜːkɪŋ,B1,social_networking,1,4531,,
emoce,emotion,ɪmˈoʊʃən,B1,emotion,1,4533,,
emocionální,emotional,ɪmˈoʊʃənəl,B1,emotional,1,4534,,
citově,emotionally,ɪmˈoʊʃənəli,B1,emotionally,1,4535,,
společensky,socially,sˈoʊʃəli,B1,socially,1,4536,,
prsa,breast,bɹˈɛst,B1,breast,1,4538,,
bezdechý,breathless,bɹˈɛθləs,B1,breathless,1,4539,,
ambiciózní,ambitious,æmbˈɪʃəs,B1,ambitious,1,4540,,
eko,eco,ˈiːkoʊ,B1,eco,1,4541,,
ekologický,ecological,ˌɛkəlˈɑːdʒɪkəl,B1,ecological,1,4542,,
nějak,somehow,sˈʌmhaʊ,B1,somehow,1,4543,,
ekologie,ecology,ɛkˈɑːlədʒi,B1,ecology,1,4544,,
ekonomika,economy,ɪkˈɑːnəmi,B1,economy,1,4549,,
hospodářský,economic,ˌiːkənˈɑːmɪk,B1,economic,1,4545,,
ekonomika,economics,ˌiːkənˈɑːmɪks,B1,economics,1,4546,,
ambulance,ambulance,ˈæmbjʊləns,B1,ambulance,1,4547,,
dech,breath,bɹˈɛθ,B1,breath,1,4548,,
extáze,ecstasy,ˈɛkstəsi,B1,ecstasy,1,4550,,
okraj,edge,ˈɛdʒ,B1,edge,1,4551,,
vydání,edition,ᵻdˈɪʃən,B1,edition,1,4552,,
efektivní,effective,ɪfˈɛktɪv,B1,effective,1,4554,,
solidní,solid,sˈɑːlɪd,B1,solid,1,4555,,
účinnost,efficiency,ɪfˈɪʃənsi,B1,efficiency,1,4556,,
účinný,efficient,ɪfˈɪʃənt,B1,efficient,1,4557,,
ekosystému,ecosystem,ˈiːkoʊsˌɪstəm,B1,ecosystem,1,4558,,
přízemí,downstairs,dˈaʊnstɛɹz,B1,downstairs,1,4559,,
existence,existence,ɛɡzˈɪstəns,B1,existence,1,4560,,
odejít,exit,ˈɛɡzɪt,B1,exit,1,4561,,
rybařit,fish,fˈɪʃ,B1,fish,1,4562,,
namontovat,fit,fˈɪt,B1,fit,1,4563,,
fitness,fitness,fˈɪtnəs,B1,fitness,1,4564,,
zakrátko,shortly,ʃˈɔːɹtli,B1,shortly,1,4565,,
nedostatek,shortage,ʃˈɔːɹɾɪdʒ,B1,shortage,1,4566,,
výložník,boom,bˈuːm,B1,boom,1,4567,,
otrávený,annoyed,ɐnˈɔɪd,B1,annoyed,1,4568,,
záblesk,flash,flˈæʃ,B1,flash,1,4569,,
bota,boot,bˈuːt,B1,boot,1,4570,,
výroční,annual,ˈænjuːəl,B1,annual,1,4571,,
nakupovat,shop,ʃˈɑːp,B1,shop,1,4573,,
zákazník,shopper,ʃˈɑːpɚ,B1,shopper,1,4572,,
každoročně,annually,ˈænjuːəli,B1,annually,1,4574,,
plovat,float,flˈoʊt,B1,float,1,4575,,
stádo,flock,flˈɑːk,B1,flock,1,4576,,
potopa,flood,flˈʌd,B1,flood,1,4577,,
tok,flow,flˈoʊ,B1,flow,1,4578,,
téci,flow,flˈoʊ,B1,flow,1,4579,,
chuť,flavour,flˈeɪvɚ,B1,flavour,1,4580,,
chřipka,flu,flˈuː,B1,flu,1,4581,,
nepříjemnost,annoyance,ɐnˈɔɪəns,B1,annoyance,1,4582,,
první dáma,first lady,fˈɜːst lˈeɪdi,B1,first_lady,1,4583,,
finanční,financial,faɪnˈænʃəl,B1,financial,1,4584,,
nález,finding,fˈaɪndɪŋ,B1,finding,1,4585,,
jemný,fine,fˈaɪn,B1,fine,1,4586,,
krevety,shrimp,ʃɹˈɪmp,B1,shrimp,1,4587,,
prst,finger,fˈɪŋɡɚ,B1,finger,1,4588,,
nuda,boredom,bˈɔːɹdəm,B1,boredom,1,4589,,
otvor,bore,bˈɔːɹ,B1,bore,1,4590,,
oznámit,announce,ɐnˈaʊns,B1,announce,1,4591,,
první patro,first-floor,fˈɜːstflˈɔːɹ,B1,firstfloor,1,4592,,
hasičská zbrojnice,fire station,fˈaɪɚ stˈeɪʃən,B1,fire_station,1,4593,,
oznámení,announcement,ɐnˈaʊnsmənt,B1,announcement,1,4594,,
ohňostroj,firework,fˈaɪɚwɜːk,B1,firework,1,4595,,
upevnit,firm,fˈɜːm,B1,firm,1,4596,,
pevný,firm,fˈɜːm,B1,firm,1,4597,,
pevně,firmly,fˈɜːmli,B1,firmly,1,4598,,
pohraniční,border,bˈɔːɹdɚ,B1,border,1,4599,,
křičet,shout,ʃˈaʊt,B1,shout,1,4600,,
první patro,first floor,fˈɜːst flˈɔːɹ,B1,first_floor,1,4601,,
hasič,firefighter,fˈaɪɚfaɪɾɚ,B1,firefighter,1,4602,,
financovat,finance,fˈaɪnæns,B1,finance,1,4603,,
plynulý,fluent,flˈuːənt,B1,fluent,1,4604,,
šokující,shocking,ʃˈɑːkɪŋ,B1,shocking,1,4605,,
odpustit,forgive,fɚɡˈɪv,B1,forgive,1,4606,,
pouto,bond,bˈɑːnd,B1,bond,1,4607,,
tvarovat,form,fˈɔːɹm,B1,form,1,4608,,
formální,formal,fˈɔːɹməl,B1,formal,1,4609,,
formálně,formally,fˈɔːɹməli,B1,formally,1,4610,,
formát,format,fˈɔːɹmæt,B1,format,1,4611,,
naformátovat,format,fˈɔːɹmæt,B1,format,1,4612,,
bývalý,former,fˈɔːɹmɚ,B1,former,1,4613,,
přístřeší,shelter,ʃˈɛltɚ,B1,shelter,1,4614,,
list,sheet,ʃˈiːt,B1,sheet,1,4615,,
dále,forth,fˈɔːɹθ,B1,forth,1,4616,,
naprostý,sheer,ʃˈɪɹ,B1,sheer,1,4617,,
čtrnáct dní,fortnight,fˈɔːɹtnaɪt,B1,fortnight,1,4618,,
štěstí,fortunate,fˈɔːɹtʃənət,B1,fortunate,1,4619,,
mravenec,ant,ˈænt,B1,ant,1,4620,,
nadace,foundation,faʊndˈeɪʃən,B1,foundation,1,4621,,
kašna,fountain,fˈaʊntɪn,B1,fountain,1,4622,,
oholení,shave,ʃˈeɪv,B1,shave,1,4623,,
vzorec,formula,fˈɔːɹmjʊlə,B1,formula,1,4624,,
plynně,fluently,flˈuːəntli,B1,fluently,1,4625,,
šerif,sheriff,ʃˈɛɹɪf,B1,sheriff,1,4626,,
předpověď,forecast,fˈɔːɹkæst,B1,forecast,1,4627,,
propadnout,flunk,flˈʌŋk,B1,flunk,1,4628,,
flétna,flute,flˈuːt,B1,flute,1,4629,,
šokován,shocked,ʃˈɑːkt,B1,shocked,1,4630,,
zachvění,shiver,ʃˈɪvɚ,B1,shiver,1,4631,,
složit,fold,fˈoʊld,B1,fold,1,4632,,
záhyb,fold,fˈoʊld,B1,fold,1,4633,,
lidový,folk,fˈoʊk,B1,folk,1,4634,,
rezervace,booking,bˈʊkɪŋ,B1,booking,1,4635,,
čelo,forehead,fˈɔːɹhɛd,B1,forehead,1,4636,,
dopravovat lodí,ship,ʃˈɪp,B1,ship,1,4637,,
záliba,fondness,fˈɑːndnəs,B1,fondness,1,4638,,
pobláznit,fool,fˈuːl,B1,fool,1,4639,,
pošetilý,foolish,fˈuːlɪʃ,B1,foolish,1,4640,,
lesklý,shiny,ʃˈaɪni,B1,shiny,1,4641,,
rezervovat,book,bˈʊk,B1,book,1,4643,,
zakázáno,forbidden,fɚbˈɪdən,B1,forbidden,1,4644,,
řadit,shift,ʃˈɪft,B1,shift,1,4645,,
rád,fond,fˈɑːnd,B1,fond,1,4646,,
výstup,exit,ˈɛɡzɪt,B1,exit,1,4647,,
filtr,filter,fˈɪltɚ,B1,filter,1,4648,,
blána,film,fˈɪlm,B1,film,1,4649,,
potopit,sink,sˈɪŋk,B1,sink,1,4650,,
zrak,eyesight,ˈaɪsaɪt,B1,eyesight,1,4651,,
svobodný,single,sˈɪŋɡəl,B1,single,1,4652,,
tváří v tvář,face to face,fˈeɪs tə fˈeɪs,B1,face_to_face,1,4653,,
zařízení,facility,fəsˈɪlᵻɾi,B1,facility,1,4654,,
náramek,bracelet,bɹˈeɪslɪt,B1,bracelet,1,4655,,
vyblednout,fade,fˈeɪd,B1,fade,1,4656,,
selhání,failure,fˈeɪlɪɹ,B1,failure,1,4657,,
úhel,angle,ˈæŋɡəl,B1,angle,1,4658,,
slabý,faint,fˈeɪnt,B1,faint,1,4659),,
víra,faith,fˈeɪθ,B2,faith,1,6018,,
věřící,faithful,fˈeɪθfəl,B1,faithful,1,4660,,
falešný,fake,fˈeɪk,B1,fake,1,4661,,
podzim,fall,fˈɔːl,B1,fall,1,4662,,
padlý,fallen,fˈɔːlən,B1,fallen,1,4663,,
simultánní,simultaneous,sˌaɪməltˈeɪniəs,B2,simultaneous,1,4957,,
zároveň,simultaneously,sˌaɪməltˈeɪniəsli,B1,simultaneously,1,4664,,
box,boxing,bˈɑːksɪŋ,B1,boxing,1,4665,,
představit si,fancy,fˈænsi,B1,fancy,1,4666,,
zjednodušit,simplify,sˈɪmplᵻfˌaɪ,B1,simplify,1,4667,,
fantazie,fantasy,fˈæntəsi,B1,fantasy,1,4669,,
extrémní sporty,extreme sports,ɛkstɹˈiːm spˈɔːɹts,B1,extreme_sports,1,4670,,
mimořádný,extraordinary,ɛkstɹˈɔːɹdɪnˌɛɹi,B1,extraordinary,1,4671,,
rozšířit,expand,ɛkspˈænd,B1,expand,1,4672,,
lyžovat,ski,skˈiː,B1,ski,1,4673,,
zkoušet,experiment,ɛkspˈɛɹɪmənt,B1,experiment,1,4677,,
zkušenost,experience,ɛkspˈiəɹɪəns,B1,experience,1,4675,,
zkušený,experienced,ɛkspˈiəɹɪənst,B1,experienced,1,4676,,
kostra,skeleton,skˈɛlᵻtən,B1,skeleton,1,4678,,
průzkum,exploration,ɛksplɔːɹˈeɪʃən,B1,exploration,1,4679,,
extrémní,extreme,ɛkstɹˈiːm,B1,extreme,1,4680,,
výbuch,explosion,ɛksplˈoʊʒən,B1,explosion,1,4681,,
vystavit,expose,ɛkspˈoʊz,B1,expose,1,4682,,
vyjádřit,express,ɛkspɹˈɛs,B1,express,1,4683,,
rozšířit,extend,ɛkstˈɛnd,B1,extend,1,4684,,
rozsáhle,extensively,ɛkstˈɛnsɪvli,B1,extensively,1,4685,,
rozsah,extent,ɛkstˈɛnt,B1,extent,1,4686,,
vyhynulý,extinct,ɛkstˈɪŋkt,B1,extinct,1,4687,,
zánik,extinction,ɛkstˈɪŋkʃən,B1,extinction,1,4688,,
hněv,anger,ˈæŋɡɚ,B1,anger,1,4689,,
bruslit,skate,skˈeɪt,B1,skate,1,4690,,
filmař,film-maker,fˈɪlmmˈeɪkɚ,B1,filmmaker,1,4691,,
nepřítomný,faraway,fˌɑːɹɹəwˈeɪ,B1,faraway,1,4692,,
hrát bowling,bowl,bˈoʊl,B1,bowl,1,4693,,
druh,fellow,fˈɛloʊ,B1,fellow,1,4694,,
podpis,signature,sˈɪɡnɪtʃɚ,B1,signature,1,4695,,
trajekt,ferry,fˈɛɹi,B1,ferry,1,4696,,
signál,signal,sˈɪɡnəl,B1,signal,1,4697,,
podepsat,sign,sˈaɪn,B1,sign,1,4698,,
slavnostní,festive,fˈɛstɪv,B1,festive,1,4699,,
vynést,fetch,fˈɛtʃ,B1,fetch,1,4700,,
horečně,feverishly,fˈiːvɚɹɪʃli,B1,feverishly,1,4701,,
význam,significance,sɪɡnˈɪfɪkəns,B1,significance,1,4702,,
málo,few,fjˈuː,B1,few,1,4703,,
obtěžovat,bother,bˈɑːðɚ,B1,bother,1,4704,,
pátý,fifth,fˈɪfθ,B1,fifth,1,4705,,
povzdech,sigh,sˈaɪ,B1,sigh,1,4706,,
chodník,sidewalk,sˈaɪdwɔːk,B1,sidewalk,1,4708,,
animace,animation,ˌænɪmˈeɪʃən,B1,animation,1,4709,,
nemoc,sickness,sˈɪknəs,B1,sickness,1,4710,,
plnicí,filling,fˈɪlɪŋ,B1,filling,1,4711,,
animovaný,animated,ˈænɪmˌeɪɾᵻd,B1,animated,1,4712,,
rozloučení,farewell,fɛɹwˈɛl,B1,farewell,1,4713,,
vepřové,pork,pˈɔːɹk,B1,pork,1,4714,,
rozcestník,signpost,sˈaɪnpoʊst,B1,signpost,1,4715,,
zemědělství,farming,fˈɑːɹmɪŋ,B1,farming,1,4716,,
zemědělská půda,farmland,fˈɑːɹmlənd,B1,farmland,1,4717,,
dál,farther,fˈɑːɹðɚ,B1,farther,1,4718,,
nejdále,farthest,fˈɑːɹðɪst,B1,farthest,1,4719,,
módní,fashionable,fˈæʃənəbəl,B1,fashionable,1,4721,,
podobně,similarly,sˈɪmɪlɚli,B1,similarly,1,4722,,
luk,bow,bˈoʊ,B1,bow,1,4723,,
připevnit,fasten,fˈæsən,B1,fasten,1,4725,,
vázaný,bound,bˈaʊnd,B1,bound,1,4726,,
příznivý,favourable,fˈeɪvɚɹəbəl,B1,favourable,1,4727,,
odskočit,bounce,bˈaʊns,B1,bounce,1,4728,,
fax,fax,fˈæks,B1,fax,1,4729,,
hedvábí,silk,sˈɪlk,B1,silk,1,4731,,
svátek,feast,fˈiːst,B1,feast,1,4732,,
podobnost,similarity,sˌɪmɪlˈæɹᵻɾi,B1,similarity,1,4734,,
jihozápadní,southwest,saʊθwˈɛst,B1,southwest,1,4735,,
lišit,differ,dˈɪfɚ,B1,differ,1,4737,,
katastrofa,disaster,dɪzˈæstɚ,B1,disaster,1,4738,,
dialog,dialogue,dˈaɪəlɑːɡ,B1,dialogue,1,4739,,
katastrofální,disastrous,dɪzˈæstɹəs,B1,disastrous,1,4740,,
vytočit telefon,dial,dˈaɪəl,B1,dial,1,4741,,
designový,designer,dɪzˈaɪnɚ,B1,designer,1,4742,,
dokument,document,dˈɑːkjuːmənt,B1,document,1,4743,,
skok,dive,dˈaɪv,B1,dive,1,4744,,
dokumentární,documentary,dˌɑːkjuːmˈɛntɚɹi,B1,documentary,1,4745,,
odradit,discourage,dɪskˈɜːɹɪdʒ,B1,discourage,1,4746,,
objev,discovery,dɪskˈʌvɚɹi,B1,discovery,1,4747,,
rozdělit,split,splˈɪt,B1,split,1,4748,,
brokolice,broccoli,bɹˈɑːkəli,B1,broccoli,1,4750,,
zobrazit,display,dɪsplˈeɪ,B1,display,1,4751,,
vzdálenost,distance,dˈɪstəns,B1,distance,1,4752,,
rušení,disturbance,dɪstˈɜːbəns,B1,disturbance,1,4753,,
odhodlání,determination,dɪtˌɜːmᵻnˈeɪʃən,B1,determination,1,4754,,
rozvoj,development,dɪvˈɛləpmənt,B1,development,1,4755,,
diskriminace,discrimination,dɪskɹˌɪmᵻnˈeɪʃən,B1,discrimination,1,4756,,
nesouhlas,disagreement,dˌɪsɐɡɹˈiːmənt,B1,disagreement,1,4757,,
vzdálený,distant,dˈɪstənt,B1,distant,1,4758,,
určit,determine,dɪtˈɜːmɪn,B1,determine,1,4759,,
mít odpor,dislike,dɪslˈaɪk,B1,dislike,1,4760,,
rozdíl,distinction,dɪstˈɪŋkʃən,B1,distinction,1,4761,,
delfín,dolphin,dˈɑːlfɪn,B1,dolphin,1,4762,,
bratrství,brotherhood,bɹˈʌðɚhˌʊd,B1,brotherhood,1,4763,,
digitální,digital,dˈɪdʒɪɾəl,B1,digital,1,4764,,
rozlišovat,distinguish,dɪstˈɪŋɡwɪʃ,B1,distinguish,1,4765,,
zkazit,spoil,spˈɔɪl,B1,spoil,1,4766,,
koule,sphere,sfˈɪɹ,B1,sphere,1,4767,,
bronz,bronze,bɹˈɑːnz,B1,bronze,1,4768,,
předěl,divide,dᵻvˈaɪd,B1,divide,1,4770,,
rozmanité,diverse,daɪvˈɜːs,B1,diverse,1,4771,,
stánek,stall,stˈɔːl,B1,stall,1,4772,,
norma,standard,stˈændɚd,B1,standard,1,4773,,
zoufalství,despair,dᵻspˈɛɹ,B1,despair,1,4774,,
potápěč,diver,dˈaɪvɚ,B1,diver,1,4775,,
špenát,spinach,spˈɪnɪtʃ,B1,spinach,1,4776,,
božský,divine,dᵻvˈaɪn,B1,divine,1,4777,,
spirála,spiral,spˈaɪɚɹəl,B1,spiral,1,4778,,
potápění,diving,dˈaɪvɪŋ,B1,diving,1,4779,,
duch,spirit,spˈɪɹɪt,B1,spirit,1,4780,,
sleva,discount,dˈɪskaʊnt,B1,discount,1,4782,,
alternativní,alternative,ɔːltˈɜːnətˌɪv,B1,alternative,1,4783,,
pavouk,spider,spˈaɪdɚ,B1,spider,1,4784,,
spektakulární,spectacular,spɛktˈækjʊlɚ,B1,spectacular,1,4785,,
zoufalý,desperate,dˈɛspɚɹət,B1,desperate,1,4786,,
duchovní,spiritual,spˈɪɹɪtʃˌuːəl,B1,spiritual,1,4787,,
koření,spice,spˈaɪs,B1,spice,1,4792,,
pikantní,spicy,spˈaɪsi,B1,spicy,1,4788,,
stabilní,stable,stˈeɪbəl,B1,stable,1,4789,,
touha,desire,dɪzˈaɪɚ,B1,desire,1,4790,,
bublina,bubble,bˈʌbəl,B1,bubble,1,4791,,
zklamat,disappoint,dˌɪsɐpˈɔɪnt,B1,disappoint,1,4795,,
zklamání,disappointment,dˌɪsɐpˈɔɪntmənt,B1,disappointment,1,4793,,
rozvést,divorce,dᵻvˈɔːɹs,B2,divorce,1,6046,,
rozvedený,divorced,dᵻvˈɔːɹst,B1,divorced,1,4794,,
detektivní,detective,dɪtˈɛktɪv,B1,detective,1,4796,,
rozpustit,dissolve,dɪsˈɑːlv,B1,dissolve,1,4797,,
divák,spectator,spɛktˈeɪɾɚ,B1,spectator,1,4798,,
speciálně,specially,spˈɛʃəli,B1,specially,1,4799,,
zřetelně,distinctly,dɪstˈɪŋktli,B1,distinctly,1,4800,,
pravopis,spelling,spˈɛlɪŋ,B1,spelling,1,4801,,
pilný,diligent,dˈɪlɪdʒənt,B1,diligent,1,4810,,
pečlivost,diligence,dˈɪlɪdʒəns,B1,diligence,1,4803,,
přímý,direct,dᵻɹˈɛkt,B1,direct,1,4811,,
přímo,directly,dᵻɹˈɛktli,B1,directly,1,4804,,
specializovat se,specialise,spˈɛʃəlˌaɪz,B1,specialise,1,4805,,
okres,district,dˈɪstɹɪkt,B1,district,1,4806,,
zpustošit,devastate,dˈɛvᵻstˌeɪt,B1,devastate,1,4807,,
myčka nádobí,dishwasher,dˈɪʃwɑːʃɚ,B1,dishwasher,1,4808,,
průměr,diameter,daɪˈæmɪɾɚ,B1,diameter,1,4809,,
zničující,devastating,dˈɛvᵻstˌeɪɾɪŋ,B1,devastating,1,4812,,
hloubka,depth,dˈɛpθ,B1,depth,1,4813,,
celkem,altogether,ˌɔːltəɡˈɛðɚ,B1,altogether,1,4814,,
zbavit,deprive,dᵻpɹˈaɪv,B1,deprive,1,4815,,
sponzor,sponsor,spˈɑːnsɚ,B1,sponsor,1,4816,,
deprese,depression,dᵻpɹˈɛʃən,B1,depression,1,4817,,
houba,sponge,spˈʌndʒ,B1,sponge,1,4818,,
oddanost,devotion,dɪvˈoʊʃən,B1,devotion,1,4819,,
rozdělení,distribution,dˌɪstɹɪbjˈuːʃən,B1,distribution,1,4820,,
depresivní,depressing,dᵻpɹˈɛsɪŋ,B1,depressing,1,4821,,
oxidem uhličitým,dioxide,daɪˈɑːksaɪd,B1,dioxide,1,4822,,
sportovní chování,sportsmanship,spˈɔːɹtsmənʃˌɪp,B1,sportsmanship,1,4823,,
nechutný,disgusting,dɪsɡˈʌstɪŋ,B1,disgusting,1,4824,,
distribuovat,distribute,dˈɪstɹɪbjˌuːt,B1,distribute,1,4825,,
zařízení,device,dɪvˈaɪs,B1,device,1,4826,,
suvenýr,souvenir,sˌuːvənˈɪɹ,B1,souvenir,1,4827,,
destruktivní,destructive,dᵻstɹˈʌktɪv,B1,destructive,1,4828,,
nepohodlí,discomfort,dɪskˈʌmfɚt,B1,discomfort,1,4829,,
odvodit,derive,dᵻɹˈaɪv,B1,derive,1,4830,,
diskžokej,disk jockey,dˈɪsk dʒˈɑːki,B1,disk_jockey,1,4831,,
sportovní,sports,spˈɔːɹts,B1,sports,1,4832,,
cíl,destination,dˌɛstɪnˈeɪʃən,B1,destination,1,4833,,
jiskra,sparkle,spˈɑːɹkəl,B1,sparkle,1,4834,,
disk,disc,dˈɪsk,B1,disc,1,4835,,
zazářit,star,stˈɑːɹ,B1,star,1,4836,,
navzdory,despite,dᵻspˈaɪt,B1,despite,1,4837,,
zaslouží si,deserve,dɪzˈɜːv,B1,deserve,1,4838,,
choroba,disease,dɪzˈiːz,B1,disease,1,4840,,
číselník,dial,dˈaɪəl,B1,dial,1,4841,,
zakázáno,disabled,dˌɪsˈeɪbəld,B1,disabled,1,4842,,
ohromen,amazed,ɐmˈeɪzd,B1,amazed,1,4843,,
specialista,specialist,spˈɛʃəlˌɪst,B1,specialist,1,4844,,
plena,diaper,dˈaɪpɚ,B1,diaper,1,4845,,
diagram,diagram,dˈaɪəɡɹˌæm,B1,diagram,1,4846,,
tečka,dot,dˈɑːt,B1,dot,1,4847,,
zakázat,disable,dˌɪsˈeɪbəl,B1,disable,1,4848,,
chvátat,speed,spˈiːd,B1,speed,1,4849,,
zničení,destruction,dᵻstɹˈʌkʃən,B1,destruction,1,4850,,
kamarád,buddy,bˈʌdi,B1,buddy,1,4851,,
zírat,stare,stˈɛɹ,B1,stare,1,4852,,
postižení,disability,dˌɪsɐbˈɪləɾi,B1,disability,1,4853,,
resumé,resume,ɹᵻzˈuːm,B2,resume,1,4854,,
naléhavě,urgently,ˈɜːdʒəntli,B2,urgently,1,4855,,
volný,vacant,vˈeɪkənt,B2,vacant,1,4856,,
pohotový,prompt,pɹˈɑːmpt,B2,prompt,1,4857,,
napovídat,prompt,pɹˈɑːmpt,B2,prompt,1,4858,,
raketa,rocket,ɹˈɑːkɪt,B2,rocket,1,4859,,
narkoman,addict,ˈædɪkt,B2,addict,1,4860,,
uznalý,appreciative,ɐpɹˈiːʃiətˌɪv,B2,appreciative,1,4861,,
akcie,stock,stˈɑːk,B2,stock,1,4862,,
cítit,sense,sˈɛns,B2,sense,1,5016,,
citlivý,sensitive,sˈɛnsᵻtˌɪv,B2,sensitive,1,4863,,
pronést,utter,ˈʌɾɚ,B2,utter,1,4866,,
naprosto,utterly,ˈʌɾɚli,B2,utterly,1,4864,,
využít,utilise,jˈuːɾəlˌaɪz,B2,utilise,1,4865,,
antický,antique,æntˈiːk,B2,antique,1,4867,,
vakcína,vaccine,væksˈiːn,B2,vaccine,1,4868,,
výtečnost,prominence,pɹˈɑːmɪnəns,B2,prominence,1,4869,,
ples,prom,pɹˈɑːm,B2,prom,1,4870,,
okamžitě,promptly,pɹˈɑːmptli,B2,promptly,1,4871,,
steh,stitch,stˈɪtʃ,B2,stitch,1,4872,,
utility,utility,juːtˈɪlᵻɾi,B2,utility,1,4873,,
uživatel,user,jˈuːzɚ,B2,user,1,4874,,
promítat,project,pɹˈɑːdʒɛkt,B2,project,1,4875,,
adaptabilní,adaptable,ɐdˈæptəbəl,B2,adaptable,1,4876,,
projekce,projection,pɹədʒˈɛkʃən,B2,projection,1,4877,,
výzva,prompt,pɹˈɑːmpt,B2,prompt,1,4879,,
projekt,project,pɹˈɑːdʒɛkt,B2,project,1,4880,,
alkoholismus,alcoholism,ˈælkəhˌoʊlɪzəm,B2,alcoholism,1,4881,,
platný,valid,vˈælɪd,B2,valid,1,4882,,
veterán,veteran,vˈɛɾɚɹən,B2,veteran,1,4883,,
zpomalit,retard,ɹᵻtˈɑːɹd,B2,retard,1,4884,,
vibrovat,vibrate,vˈaɪbɹeɪt,B2,vibrate,1,4885,,
vibrace,vibration,vˌaɪbɹˈeɪʃən,B2,vibration,1,4886,,
stimulace,stimulation,stˌɪmjʊlˈeɪʃən,B2,stimulation,1,4887,,
animovat,animate,ˈænɪmˌeɪt,B2,animate,1,4888,,
aktuální,actual,ˈæktʃuːəl,B2,actual,1,4889,,
stimulovat,stimulate,stˈɪmjʊlˌeɪt,B2,stimulate,1,4890,,
zpracovat,process,pɹˈɑːsɛs,B2,process,1,4891,,
sítnice,retina,ɹˈɛtɪnə,B2,retina,1,4892,,
divák,viewer,vjˈuːɚ,B2,viewer,1,4893,,
klidný,serene,sɚɹˈiːn,B2,serene,1,4894,,
ráznost,vigour,vˈɪɡɚ,B2,vigour,1,4895,,
rázný,vigorous,vˈɪɡɚɹəs,B2,vigorous,1,4896,,
rázně,vigorously,vˈɪɡɚɹəsli,B2,vigorously,1,4897,,
vila,villa,vˈɪlə,B2,villa,1,4898,,
vesničan,villager,vˈɪlɪdʒɚ,B2,villager,1,4899,,
postup,procedure,pɹəsˈiːdʒɚ,B2,procedure,1,4900,,
ocet,vinegar,vˈɪnᵻɡɚ,B2,vinegar,1,4901,,
náruč,armful,ˈɑːɹmfəl,B2,armful,1,4902,,
porušit,violate,vˈaɪəleɪt,B2,violate,1,4903,,
seriál,serial,sˈɪɹiəl,B2,serial,1,4904,,
sonda,probe,pɹˈoʊb,B2,probe,1,4905,,
povzdechnout,sigh,sˈaɪ,B2,sigh,1,4906,,
virtuální realita,virtual reality,vˈɜːtʃuːəl ɹɪˈælᵻɾi,B2,virtual_reality,1,4907,,
prakticky,virtually,vˈɜːtʃuːəli,B2,virtually,1,4908,,
ctnost,virtue,vˈɜːtʃuː,B2,virtue,1,4910,,
střídat,alternate,ɔːltˈɜːnət,B2,alternate,1,5218,,
alternativně,alternatively,ɔːltˈɜːnətˌɪvli,B2,alternatively,1,4911,,
lakomý,stingy,stˈɪndʒi,B2,stingy,1,4912,,
miláček,valentine,vˈæləntˌaɪn,B2,valentine,1,4913,,
Antipoluce,antipollution,ˌæntɪpəlˈuːʃən,B2,antipollution,1,4914,,
verze,version,vˈɜːʒən,B2,version,1,4915,,
cenit si,value,vˈæljuː,B2,value,1,4917,,
odsoudit,sentence,sˈɛntəns,B2,sentence,1,4919,,
pokročit,progress,pɹˈɑːɡɹɛs,B2,progress,1,4920,,
zmizet,vanish,vˈænɪʃ,B2,vanish,1,4921,,
marnost,vanity,vˈænᵻɾi,B2,vanity,1,4922,,
programování,programming,pɹˈoʊɡɹæmɪŋ,B2,programming,1,4923,,
